"bonica_rid","hvv_total","mean_age","pct_65_plus","pct_75_plus","ratio_u40_o75","high_volume_vendor_pct","political_spending_pct","fundraising_spending_pct","consulting_spending_pct","overhead_spending_pct","payroll_spending_pct","admin_ops_spending_pct","other_political_spending_pct","other_consulting_spending_pct","ie_spending_pct","cand_contrib_spending_pct","cand_support_pct","transfer_out_pct","listaq_pct","list_data_spending","overlap_pct_weighted","overlap_donations_pct_weighted","fundraising_inefficiency","fundraising_inefficiency_full","pct_spam_donations_100plus","pct_spam_donations_10plus_distinct","pct_spam_either_100n_10d","pct_overall_donations_100plus","pct_overall_donations_10plus_distinct","pct_overall_either_100n_10d","n_spam_donations_100plus","n_spam_donations_10plus_distinct","refund_rate","total_donors","total_donations","n_refunds","log_n_refunds","total_indv_contribs","total_fundraising","total_fundraising_consulting","total_other_consulting","total_payroll","total_admin_ops","total_other_political","candidate_contributions","independent_expenditures","total_raised","mean_donations_per_donor","pct_donors_repeat","pct_raised_repeat","pct_donors_high_freq","pct_raised_high_freq","total_receipts","total_disbursements_fec","cash_on_hand","cycles_included","committee_name","fec_committee_id","cmte_type","cmte_state","party"
"comm121088",616874.97,71.60610419,0.811855818,0.439642226,5.906759924,0.411295412,0.219478024,0.426592901,0.263600224,0.036595976,0.000246994,0.036348982,0.218144543,0.263600224,0,0,0,0,0,0,0.296555281,0.311173678,1,0.835541281,0.494109964,0.734263139,0.73708818,0.785331559,0.950945226,0.951123337,10777,16088,0.027572614,12254,21951,212,5.361292166,428994.02,639818.67,0,395356.66,370.45,54517.45,327180.67,0,0,593994.02,2.720780586,0.003848829,0.025845972,0,0,1537661.3,1499834.31,100462.12,"2024, 2026","black men vote pac","C00528950","O","VA",328
"comm208884",419291.63,75.79990095,0.920137327,0.631217289,10.97314876,0.558783603,0.019990273,0.648984804,0,0.026295378,0,0.02337268,0.002922698,0,0,0.303852146,0.303852146,0.025321012,0,0,0.411006325,0.417763025,0.915949911,0.892875825,0.629560275,0.849834258,0.852832276,0.821726651,0.957356258,0.957450833,13782,18579,0.015320521,10500,21831,160,5.081404365,433948.75,486975.45,0,0,0,17538.04,2193.09,228000,0,461948.75,2.075146005,0.004490789,0.069835097,0,0,850196.32,750364.95,99831.37,"2024, 2026","democratic majority fund","C00844720","N","DC",328
"comm151475",9304.1,52.09302647,0.287414911,0.08554179,0.516395799,0.00224203,0.042670264,0.008392871,0.028291174,0.1313306,0.065906249,0.065424351,0.030501165,0.028291174,0.71359736,0,0,0,0,0,0.064706069,0.058381685,0.083237005,0.074806055,0.063443753,0.10587704,0.112651442,0.396253461,0.701219392,0.721110609,1153,1978,0.002637324,18644,21775,67,4.219507705,514778.64,34829.2,0,117404.28,273501.4,271501.59,126575.42,0,2961325.8,899278.64,1.194653725,0,0,0,0,4379710.63,4149855.32,229855.32,"2020, 2022","asian american advocacy fund pac","C00739557","O","GA",328
"comm208872",103290.9,72.48947809,0.840011025,0.522419985,5.712872696,0.06797822,0.072301502,0.279889993,0.037710505,0.043486872,0.005923116,0.037563756,0.07197244,0.037710505,0.346215953,0,0,0,0,0,0.365207446,0.373740849,1,0.990187741,0.563214345,0.766589427,0.768603526,0.790357747,0.934830219,0.936502117,11916,16216,0.010649808,11371,21284,128,4.859812404,369034.03,425284.59,0,57300,9000,57077.02,109360,0,526064.93,461834.03,1.858652103,0.001177553,0.008918422,8.017e-05,0.002347949,1495465.77,1519470.51,34829.5,"2024, 2026","rolling sea action fund","C00844530","V","DC",328
"comm144473",162703.86,74.42370588,0.894214503,0.561294688,8.163219928,0.49947357,0,0.715589152,0.003376816,0.042484423,0.029829223,0.0126552,0,0.003376816,0,0.030698323,0.030698323,0,0,0,0.427043424,0.4458147,0.808030078,0.701909329,0.414239946,0.687467126,0.688997274,0.590924305,0.857839621,0.858843781,8663,14377,0.000851487,14093,20913,12,2.564949357,288483.89,233103.66,0,1100,9716.89,4122.44,0,10000,0,338483.89,1.483928191,7.09572e-05,0.000682455,0,0,402623.13,325750.69,235702.79,"2026","black economic alliance pac","C00672576","W","DC",328
"comm7464",2450.48,65.19673088,0.60443616,0.249554886,1.937045024,0.000206119,0.041416826,0.010379123,0.000147199,0.054962295,0.03708882,0.013547779,0.040223224,0.000147199,0,0.000549538,0.000549538,0.471775064,0,0,0.082114254,0.075517437,0.012828869,0.006763692,0.133904924,0.197078239,0.204848414,0.575844144,0.745732249,0.775443032,2426,3732,0.023477124,8008,20560,205,5.327876169,3291185.53,123394.15,0,1750,440937.39,161065.31,478201.34,6533.28,0,8347054.89,2.456564166,0.008299758,0.02416172,8.68056e-05,0.000144506,11908509.35,11888687.52,90966.17,"2018, 2020, 2022, 2024, 2026","vermont democratic party","C00024679","Y","VT",100
"comm122402",4780.02,64.23321616,0.580041609,0.2861831,1.947138309,0.003005429,0.015106137,0.025478937,0.027833272,0.018935094,0.000577769,0.018357325,0.007246783,0.025746117,0.00128811,0,0,0,0,0,0.197814661,0.171936343,0.072696055,0.039268715,0.229908297,0.349253907,0.351557479,0.508050767,0.692298437,0.697580515,4624,7056,0.007655063,9886,20386,56,4.043051268,540114.56,40523.27,3319.54,40948.21,918.92,29196.62,11525.73,0,2048.69,1373323.56,3.031864185,0.009254352,0.021864287,0,0,1690059.64,1590461.58,129264.93,"2022, 2024, 2026"," voteprochoice pac","C00571117","O","NY",328
"comm13225",97732.29,68.56011147,0.707837326,0.337333099,3.188468297,0.007787246,0.03286147,0.017386349,0.016020651,0.045033466,0.025116901,0.019474147,0.032078818,0.016020651,0.003127415,0.000886567,0.000886567,0.381115766,0,0,0.114769467,0.114722355,0.211080038,0.15053316,0.16078361,0.266772949,0.271330518,0.565941756,0.765221307,0.778744934,3115,5112,0.00888081,6688,20300,90,4.510859507,1467714.55,218203.93,0,201064,315224.68,244406.42,402598.84,11126.68,39250,4970418.58,3.191283255,0.012961013,0.060844469,0,0,12913621.86,12550301.62,391366.22,"2020, 2022, 2024, 2026","alaska democratic party","C00191247","Y","AK",100
"comm21387",5420,65.945385,0.649619219,0.325769633,2.277091035,0.01573146,0.484198982,0.10380607,0,0.275509731,0.000870745,0.271388204,0.369899187,0,0,0.349168751,0.352928646,0,0,0,0.116115986,0.114440705,0.071565397,0.070236154,0.113316546,0.23844279,0.244973809,0.440783184,0.694011662,0.699074885,2079,3856,0.003283341,17303,19991,125,4.836281907,528448.1,35764.57,0,0,300,93502.07,127442.31,120300,0,533448.1,1.264652686,7.21902e-06,0.001216577,0,0,608303.84,340088.57,179763.8,"2018, 2026","progressive voters of america","C00406553","Q","VT",100
"comm160479",90575.2,75.20552816,0.911629774,0.579596284,8.859048532,0.333064884,0,0.994040551,0,0,0,0,0,0,0,0,0,0,0,0,0.274578043,0.291504541,0.835578149,0.838944119,0.484301293,0.698250063,0.701597768,0.783464367,0.952827796,0.953385747,9548,13766,0.002349869,11490,19715,27,3.33220451,323517.28,270323.97,0,0,0,0,0,0,0,323517.28,1.715839861,0.001218451,0.012971486,0,0,322243.29,271944.61,71337.15,"2026","state democrats committee","C00893347","V","CA",328
"comm14480",103398.78,62.84396275,0.514967651,0.199331732,1.651122289,0.011990533,0.231717684,0.104338607,0.023561833,0.410434994,0.007165112,0.397008247,0.237689408,0.023561833,0,0,0,0.003057564,0,0,0.037220936,0.028953893,0.534589408,0.252697437,0.028493468,0.05240979,0.057193055,0.246979378,0.358018511,0.380266253,574,1041,0.03,6089,19629,528,6.270988432,1704559.17,899750.21,0,203182.36,61787.4,3423548.25,2049683.26,0,0,2488168.46,3.438199504,0.015637429,0.127857359,0,0,4530224.05,4135874.21,421588.4,"2020, 2022, 2024, 2026","democratic party committee abroad","C00216614","Y","DC",100
"comm14983",5291333.93,72.30620674,0.806997876,0.465343507,4.918818633,0.767896728,0.032100828,0.80623004,0.015465542,0.076955183,0.044921269,0.032033914,0.032158152,0.015465542,0,0,0,0,0.000123663,1060,0.224666568,0.218451745,1,0.838797362,0.333218422,0.377810549,0.418170095,0.637951507,0.771115027,0.782753029,6473,7223,0.021920439,8083,19582,144,4.976733742,1645207.47,5555476.68,0,106568.17,309538.28,220735.59,221591.67,0,0,1819727.47,2.364003045,0.007537251,0.042846622,0.000222018,0.003303168,5603872.55,5802048.71,18975.75,"2018, 2020, 2022","21st century democrats","C00230342","Q","DC",100
"comm210475",99700.27,69.39090077,0.740002768,0.441073454,3.760400922,0.228144957,0.007833634,0.336299194,0.068753962,0.033067474,0,0.033067474,0.003257018,0.068753962,0.031987781,0,0,0,0,0,0.212909604,0.206904931,0.224659221,0.47366479,0.389154365,0.586271624,0.592500923,0.700598491,0.874441677,0.874701664,7525,11331,0.000919747,10138,19391,12,2.564949357,655003.41,146964.11,0,30045.76,0,14450.62,1423.33,0,13978.79,702643.41,1.724982753,0.000989425,0.014372885,0,0,708354.13,437004.05,271350.08,"2024, 2026","citizens against aipac corruption","C00879080","O","WA",328
"comm18772",165142.02,68.69233899,0.715521478,0.329376958,2.894534733,0.035489683,0.09051034,0.204793849,0.246044999,0.223901672,2.14904e-05,0.207913901,0.032774352,0.246044999,0.136275046,0.107721628,0.107721628,0,0,0,0.194471652,0.198052239,0.907052017,0.498666946,0.331032524,0.45455191,0.472546513,0.651114898,0.832367561,0.835605738,6053,8393,0.019008752,9939,19137,188,5.241747015,1089419.9,952954.97,0,1144906.48,100,967473.32,152506.93,501254.61,634120.52,2118141.56,2.001780163,0.004277842,0.010103796,0,0,4485861.83,4653240.19,0,"2018, 2020","pac for a change","C00342048","W","CA",100
"comm120650",0,56.68153923,0.303932774,0.047369943,0.69409806,0,0.00346192,0,0,0,0,0,0.00346192,0,0.983242127,2.07715e-06,2.07715e-06,0,0,0,0.109487172,0.115751408,0,0,0.087036934,0.179611274,0.190187718,0.394517969,0.723927128,0.725023534,1639,3396,0.003601804,13302,18839,55,4.025351691,332617.75,0,0,0,0,0,1000,0.6,284016.44,336617.75,1.408215543,0.000288927,0.00516787,0,0,276472,288857.07,0,"2018, 2020","together we thrive","C00522458","O","FL",328
"comm126747",5886,61.57849309,0.475241742,0.104743981,1.175608543,0.021918144,0.391734998,0.533160391,0.441349321,0.066447316,0.003469219,0.062978098,0.391734998,0.001042657,0,0,0,0,0,0,0.171276607,0.183542894,0.5650255,0.549626659,0.204062938,0.332093976,0.351600388,0.532600496,0.810001078,0.812533678,3787,6163,0.003377265,12140,18558,41,3.737669618,253399.82,143177.36,118241.99,280,931.64,16912.43,105198.33,0,0,253399.82,1.528665568,0.000164745,0.001089188,0,0,260499.3,260124.43,3949.09,"2018","stop the speaker pac","C00626739","O","WI",328
"comm164308",85421.76,77.50493301,0.953410475,0.711205847,14.91015658,0.848724148,0,0.979515091,0,0,0,0,0,0,0,0,0,0,0,0,0.429686649,0.472704954,0.391741706,0.446411535,0.732220531,0.91322314,0.917029143,0.893431927,0.98292736,0.982981731,13467,16796,0.009409305,7652,18392,72,4.290459441,251659.47,98585.51,0,0,0,0,0,0,0,256659.47,2.403554626,0.005227392,0.098580037,0.000522739,0.020049913,220839.97,100647.26,120192.71,"2026","battleground blue pac","C00902403","Q","DC",328
"comm199771",244137.46,74.13915135,0.8747336,0.551348158,6.869906028,0.487351253,0,0.629464149,0.029943249,0.033535241,0,0.033535241,0,0.029943249,0.043567428,0.244536535,0.244536535,0,0,0,0.31390136,0.32710585,0.990994061,0.663495952,0.587554576,0.762749882,0.771420572,0.825515457,0.956514248,0.956797322,10840,14067,0.023835351,11682,18370,265,5.583496309,279644.82,315328.58,0,15000,0,16799.4,0,122500,21825,298694.82,1.55398215,0.00133569,0.0215775,0,0,539934.93,491750.84,48184.09,"2022, 2024, 2026","the people united pac","C00776419","O","DC",328
"comm122646",703522.73,73.68647073,0.856057801,0.523318694,6.340218244,0.14906216,0.003271632,0.272540085,0.015255336,0.088060307,0.021642919,0.066124507,0.00090904,0.015255336,0,0.620726045,0.620726045,0,0.0059744,29330.91,0.310519855,0.330105513,1,0.408322838,0.554941414,0.733601472,0.744694801,0.832482622,0.950755065,0.952838369,10081,13350,0.022078663,9905,18318,197,5.288267031,803608.93,1286296.57,0,72000,102147.22,312085.2,4290.36,2929615.96,0,2961098.94,1.853169908,0.00245697,0.00345713,0,0,5406501.71,4719660.12,692699.33,"2020, 2022, 2024","fair shot pac","C00574970","Q","MA",328
"comm17962",32994.46,63.12116383,0.529835599,0.229223313,1.86269868,0.014598434,0.028587016,0.08882808,0.003112887,0.870936583,0.642748214,0.226336923,0.030327849,0.003112887,0,0.004198197,0.004512975,0,0,0,0.073544709,0.064369583,0.236692173,0.161987025,0.091166581,0.142060615,0.146032535,0.639624473,0.714434435,0.764976764,1514,2295,0.020847881,4568,17921,118,4.779123493,1032724.29,200763.62,0,7035.55,1452698.95,511552.43,68545.09,9488.5,0,1528364.29,4.353127706,0.026999238,0.073383205,0.000322928,0.000758398,2159352.88,2111185.52,77638.49,"2018, 2020, 2022, 2024, 2026","democratic party of orange county fed pac","C00321943","Y","CA",100
"comm24180",199498.39,69.4427372,0.740899909,0.383717662,3.738183449,0.000856455,0.118059352,0.008333163,0.018030103,0.006144523,4.57638e-07,0.006290305,0.018091515,0.016263194,0.594541129,0.231820632,0.231820632,2.14652e-05,0,0,0.121598521,0.147768057,0.406279425,0.004877433,0.292930567,0.438369589,0.462011474,0.718471879,0.866022309,0.867035953,5118,7510,0.03,4139,17815,419,6.040254711,2169460.9,1941085.3,411575,3788266.88,-40974.45,1465232.21,4214146.96,53999136.76,138489432.6,85670303.35,5.541261763,0.015886227,0.007236773,0.001120567,0.000316176,233348302.2,232934991.2,593342.59,"2018, 2020, 2022, 2024","lcv victory fund","C00486845","O","DC",328
"comm12469",253218.01,64.75130217,0.615131717,0.268918347,1.974149606,0.006389447,0.053823816,0.016933527,0.002899581,0.101494492,0.033654064,0.066003908,0.051839362,0.002899581,5.98678e-06,0.000170323,0.000170323,0.105653307,0,0,0.108065425,0.103344784,0.395563199,0.119927718,0.135992077,0.21744936,0.229752701,0.511630772,0.7757264,0.783501599,2365,3556,0.005468911,9833,17676,78,4.369447852,1459540.43,671086.88,0,114912.33,1333732.86,2615778.58,2054428.25,6750,237.26,4682550.25,1.815764998,0.001250628,0.004771122,0,0,39352446.22,39630662.41,116299.85,"2018, 2020, 2022, 2024, 2026","new hampshire democratic party","C00178038","Y","NH",100
"comm209529",20272.5,67.12032208,0.677414927,0.316736994,2.624504993,0.023386668,0,0.303736685,0.258800966,0.039250898,0.004286258,0.03496464,0.034608461,0.258800966,0.087674769,0.223194778,0.223194778,0,0,0,0.085899048,0.086643046,0.316082769,0.320818783,0.064439437,0.156216441,0.162939099,0.368473653,0.728790729,0.729355606,1125,2743,0.022027903,13088,17645,289,5.669880923,810135.72,263291.12,0,224339.04,3715.5,30308.75,30000,193474.17,76000,875935.72,1.415361376,8.20019e-05,0.001161086,0,0,868864.79,866840.04,6184.36,"2024, 2026","pro pac","C00858100","W","DC",328
"comm204340",175730.22,69.91275632,0.775128947,0.328406089,3.544755625,0.049149048,0.532373076,0.115630009,0.156233901,0.033304277,0.001816557,0.031487719,0.532412232,0.156233901,0,0,0,0,0,0,0.17509578,0.173734937,0.576116713,0.325913278,0.322049353,0.502650026,0.509659771,0.713455292,0.901578617,0.902718413,5651,8820,0.011908664,9153,17547,109,4.700480366,717614.87,413429.92,0,558607.32,6495.02,112582.93,1903616.1,0,0,1101514.87,1.917076368,0.001420299,0.007171941,0,0,2023781.3,1944622.56,79158.74,"2022","the american sos project pac","C00809095","O","KY",328
"comm156252",110347.21,73.19614747,0.85270737,0.49373172,6.294095623,0.172542703,0.121954968,0.382896966,0.028953304,0.280381524,0.244843692,0.035537831,0.107100441,0.028953304,0,0.208432478,0.227296741,0,0,0,0.272094117,0.288259816,0.766316484,0.501793421,0.501689765,0.691330325,0.698289838,0.795849613,0.941440222,0.943845632,8936,12217,0.020064747,8653,17371,183,5.214935758,312835.02,244876.26,0,18516.67,156586.27,22727.71,68494.55,133300,0,508335.02,2.063950782,0.002237938,0.01332715,0,0,591258.96,571001.79,22318.88,"2022, 2024, 2026","elect more democrats pac","C00695395","Q","DC",328
"comm154917",12861.96,68.76877582,0.738201274,0.380716739,3.168608832,0.05749944,0.001081862,0.149232209,0.019554967,0.411607323,0.04336934,0.368237983,0.001081862,0.019554967,0,0.040572056,0.040572056,0.017055061,0,0,0.204684895,0.185271263,0.077336578,0.159014136,0.477834197,0.614923299,0.627398578,0.868095569,0.943203806,0.945534235,7987,10314,0.022389775,5478,16860,94,4.553876892,390935.77,33381.52,0,4374.22,9701.22,82370.58,242,9075.5,0,405015.77,3.32087493,0.014558575,0.090144003,0.000243615,0.00356598,233031.03,223688.44,11728.38,"2022, 2024","united rural democrats of america","C00759548","N","IL",328
"comm155172",76897.5,63.6262516,0.507564872,0.172330184,1.823268908,0.168672428,0.000500111,0.500669469,0,0.305513644,0.114936887,0.190576757,0.000500111,0,0,0.18688372,0.18688372,0,0,0,0.163866447,0.176212974,0.581400727,0.964390733,0.22270017,0.344229131,0.354535775,0.562159284,0.866503407,0.867142249,3562,5559,0.004094492,11202,16816,76,4.343805422,454973.3,228254.44,0,0,52399.55,86883.65,228,85200,0,470473.3,1.45238655,0.000543985,0.007266965,0,0,455898.46,455898.46,0,"2020, 2022","win back pac","C00762856","N","CA",328
"comm16631",3712.8,64.93522624,0.620937405,0.269872238,2.061130872,0.000972076,0.093628934,0.31267421,0.000155281,0.070447246,0.027949455,0.036877976,0.101674248,0.000155281,0,0,0,0.016147609,3.03368e-06,65,0.043265137,0.036540904,0.590069117,0.347549898,0.045285835,0.097348127,0.104806209,0.547121747,0.735812727,0.759321359,710,1689,0.079798094,3329,16781,188,5.241747015,2038449.61,1194244.57,0,593.09,106751.64,140853.71,388340.05,0,0,2307164.84,5.00001652,0.036905569,0.167449763,0,0,3990021.93,3819453.38,331449.43,"2018, 2020, 2022, 2024, 2026","fairfax county democratic committee","C00277541","Y","VA",100
"comm209531",1200,73.29088301,0.864500731,0.507615454,6.427281746,0.002130199,0.000390536,0.303031775,0.229885309,0.008589423,0,0.008589423,0.000390536,0.229885309,0,0,0,0,0,0,0.247881481,0.242548415,0.288814216,0.78213041,0.476818,0.680635549,0.6884547,0.787274002,0.935099164,0.935280713,7948,11351,0.02511955,8567,16684,213,5.365976015,580985.29,170706.19,0,129500.76,0,4838.66,220,0,0,732973.29,1.957388405,0.001789904,0.020815049,0,0,647136.19,563327.69,83808.5,"2024, 2026","educated we stand","C00858126","V","FL",328
"comm147908",15003.64,71.55216964,0.817652015,0.411669709,4.459715212,0.072859065,0,0.158767083,0,0.006848305,0,0.006848305,0,0,0,0,0,0.774869021,0,0,0.429834133,0.448102188,0.152654131,0.158790038,0.59419417,0.704890388,0.727053722,0.762948687,0.889906047,0.893278728,9866,11704,0.022532189,9320,16604,210,5.351858133,214173.11,32694.41,0,0,0,1410.25,0,0,0,214173.11,1.781545064,0.000858369,0.016099127,0,0,205926.88,205926.88,0,"2020","bold democrats iii","C00699710","N","DC",NA
"comm151720",11056,72.14639405,0.829403992,0.430975728,5.055704377,0.05025193,0,0.099426962,0,0.004679666,0,0.004679666,0,0,0,0,0,0.849517605,0,0,0.433174411,0.462102585,0.098677371,0.099452596,0.567301894,0.682185502,0.712579906,0.735556628,0.902544928,0.905982391,9407,11312,0.010942552,12063,16582,132,4.890349128,221682.74,21875.07,0,0,0,1029.58,0,0,0,226182.74,1.374616596,0.000165796,0.001585002,0,0,220011.45,220011.45,0,"2020","end citizens united   priority","C00742734","N","NC",NA
"comm147245",3600,60.24071622,0.502052556,0.224205266,1.153644208,0.014325812,0.195199532,0.213332826,0.015639011,0.083573125,0,0.083573125,0.012294929,0.015639011,0,0.444822146,0.444822146,0,0,0,0.119718718,0.107064425,0.508317449,0.495141262,0.241875454,0.332062455,0.348629267,0.76879085,0.856027596,0.88208061,3885,5382,0.009984015,7072,16568,82,4.418840608,142049.2,53609.4,0,3930,0,21001.48,3089.65,111781.43,0,142049.2,3.825286785,0.007765834,0.115941505,0,0,387920.49,251294.66,141625.83,"2020, 2022","inspiring leadership has a name pac","C00688846","N","MN",328
"comm11894",127806.56,67.42610124,0.691838602,0.309456201,2.572827869,0.005171897,0.002598555,0.029478189,0.00109361,0.004974339,0.000151319,0.00482302,0.001228843,0.00109361,0,0.001031898,0.001031898,0.150112306,0.002662689,65000,0.161921649,0.153938312,0.74707587,0.32428229,0.222876177,0.371175306,0.376910423,0.558700314,0.756922667,0.762688563,3659,6105,0.014214689,7803,16451,104,4.65396035,752585.46,728457.22,0,27025,3739.35,119185.2,30366.84,25500,0,2008222.46,2.07159705,0.001809811,0.003942855,0,0,23029854.91,24711736.26,389191.61,"2022, 2024, 2026","democratic party of illinois","C00167015","Y","IL",100
"comm210408",281205.85,71.9538745,0.8277023,0.460826222,6.0592984,0.507405073,0,0.673165304,0.013532926,0.102793257,0,0.102793257,0,0.013532926,0,0.043305364,0.050355188,0,0.011891991,7021.3,0.386283578,0.405211992,0.986476427,0.896527543,0.525160285,0.765013155,0.770658254,0.775703083,0.928765741,0.928880687,8497,12390,0.011033423,7271,16204,78,4.369447852,312647.64,373070.81,0,7500,0,56968.42,0,24000,0,330647.64,2.185627532,0.004172379,0.049371467,0.000119211,0.006046186,465773.54,455531.24,10242.3,"2024, 2026","animal protection pac","C00878165","V","DC",328
"comm155220",1233.75,55.48690365,0.371842844,0.137433739,0.714320917,0.003370158,0.244784763,0.007821609,0,0.267878633,0.195057942,0.07282069,0.244784763,0,0.475477716,0,0,0,0,0,0.09951065,0.093614294,0.014200606,0.008425927,0.123393645,0.205485583,0.213861006,0.507640176,0.773863564,0.796432453,1930,3214,0.000660993,12103,15641,8,2.197224577,201635.05,2863.34,0,0,71406.95,26658.25,89610.98,0,174063.22,204135.05,1.292324217,0,0,0,0,339824.91,366080.71,38785.51,"2022","galeo impact fund pac","C00763433","O","GA",328
"comm128893",73112,71.04487111,0.791024478,0.423389939,4.015461595,0.167644801,0,0.42890076,0.194330573,0.003215569,0,0.001824529,0.015447091,0.194330573,0,0.349909682,0.349909682,0,0.002831523,1000,0.323173201,0.319212691,0.383472162,0.342397486,0.640990991,0.765751689,0.782460586,0.883769707,0.963921734,0.965751689,9847,11778,0.002272351,5844,15546,12,2.564949357,215522.8,187049,0,84750,0,795.7,6736.67,152600,0,253022.8,2.630977699,0.009690894,0.072577164,0.000334169,0.004391146,431562.41,436112.54,6142.5,"2018, 2020","sustainable energy and environment coalition pac (seec pac)","C00581785","N","DC",328
"comm168860",0,72.7426849,0.853697986,0.489560359,5.994462776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287177591,0.292241808,0,0,0.514997425,0.782891349,0.785144181,0.825952626,0.970262616,0.970326982,8001,12163,0,9523,15536,0,0,381634.61,0,0,0,0,0,0,0,0,406634.61,1.631418671,0.000105009,0.000521353,0,0,2104,83.42,2104,"2026","arsenal pac","C00908392","V","DC",NA
"comm155144",96128.49,66.9621925,0.66899526,0.299111555,2.412695866,0.172532647,0.44098327,0.301867363,0.004487032,0.03978479,0,0.03978479,0.44098327,0.004487032,0.10008404,0.00279237,0.00279237,0,0,0,0.197162573,0.221231925,0.415774157,0.822972181,0.309701742,0.476386999,0.486916367,0.612778013,0.854328864,0.858678921,4735,7279,0.009954691,10756,15417,126,4.844187086,457189,168188.77,0,2500,0,22166.54,245698.75,1555.8,55762.94,663189,1.381829379,0.000517038,0.008039147,0,0,562253.53,557161.16,5092.37,"2020, 2022","save our senate pac","C00762419","O","GA",328
"comm140482",0,62.57154483,0.524710014,0.220218101,1.770295748,0,0,0.050667432,0,0.02376869,0,0.02376869,0,0,0,0.858016135,0.858016135,0,0,0,0.218181683,0.206522746,0.034015022,0.018701461,0.12531178,0.232139198,0.236202958,0.407320767,0.678398089,0.683596503,1914,3411,0.006092528,12557,15362,74,4.317488114,511357.48,40096.2,0,0,0,18809.6,0,679000,0,836407.48,1.243619686,0.001031318,0.034557685,0,0,870770.71,791360.41,127683.98,"2020, 2022, 2024","onward together committee","C00640490","Q","NY",328
"comm156328",117084.95,71.94110833,0.813975,0.465035644,4.984749193,0.326453408,0.008364527,0.559513721,0.317154981,0.076048774,0,0.076048774,0,0.317154981,0,0.036246284,0.036246284,0,0,0,0.298659107,0.292424252,0.870694379,0.905295378,0.558422472,0.713650483,0.727054948,0.848448797,0.955926765,0.962451348,8335,10596,0.011643496,8787,15122,104,4.65396035,229673.87,200673.77,0,113750,0,27275.46,0,12000,0,229673.87,1.737655868,0.001661964,0.05763004,0,0,359335.02,352462.73,6872.29,"2020, 2022, 2024, 2026","iron pac","C00696666","N","DC",328
"comm163536",140042.77,76.30549929,0.936004201,0.652787156,11.51859812,0.92326333,0,1,0,0,0,0,0,0,0,0.03296362,0.033705401,0,0,0,0.444616274,0.481944198,0.799934321,0.79002045,0.727913315,0.939573223,0.940437413,0.881406634,0.984511068,0.984511068,10950,14134,0.021693196,7099,15043,154,5.043425117,189618.53,151682.37,0,0,0,0,0,5000,0,192118.53,2.119030849,0.002394703,0.039327284,0,0,201998.03,148344.18,67448.75,"2026","battleground turnout project pac","C00899112","N","DC",328
"comm164394",41391.73,76.64856502,0.931383925,0.659085635,12.25795744,0.251720648,0,0.978498093,0.086052145,0.009846129,0,0.009846129,0,0,0,0,0,0,0,0,0.457094824,0.480593307,0.843396825,0.849784387,0.691746561,0.888495206,0.8887731,0.836112269,0.957343338,0.957551758,9957,12789,0.001053186,7596,14394,8,2.197224577,190775.57,160899.51,14150,0,0,1619.05,0,0,0,190775.57,1.894944708,0.001053186,0.009021071,0,0,189341.57,164435.18,29394.27,"2026","the democracy project pac","C00902726","O","DC",328
"comm151772",11328,72.47842885,0.839826143,0.442530586,4.970411959,0.056215969,0,0.106325547,0,0.005659561,0,0.005659561,0,0,0,0,0,0.864333519,0,0,0.425192651,0.452340128,0.105557951,0.106326956,0.57446957,0.675390843,0.708193747,0.745044668,0.905778894,0.910524846,8231,9677,0.01247234,9942,14328,124,4.828313737,202973.91,21425.51,0,0,0,1140.45,0,0,0,205773.91,1.441158721,0.000402334,0.003304598,0,0,201508.58,201508.58,0,"2020","end citizens united   now","C00743666","N","NC",NA
"comm198323",6000,61.54729571,0.459533715,0.106523275,1.383435194,0.013407519,0.018993986,0.079582319,0.039105264,0.062070289,0,0.062070289,0.018993986,0.039105264,0,0.007086611,0.007086611,0,0,0,0.083957493,0.075724601,0.088041222,0.209177244,0.13291767,0.20865807,0.224883095,0.657007227,0.864815077,0.873954938,1876,2945,0.002945114,3735,14114,11,2.48490665,404513.81,35613.89,0,17500,0,27777.08,8500,3171.33,0,445513.81,3.778848728,0.009370817,0.059551196,0.000267738,0.009307231,473056.89,447510.08,25546.81,"2022","strike pac","C00765545","O","CA",NA
"comm168188",36559.76,73.4535497,0.85801217,0.521703854,6.881897974,0.374322228,0,0.668031546,0,0.096740816,0,0.096740816,0,0,0,0.035835241,0.035835241,0,0,0,0.413842277,0.424404302,0.284151747,0.285142718,0.439043429,0.715654272,0.716292932,0.637028101,0.885395969,0.885892705,6187,10085,0.011370815,11081,14092,126,4.844187086,229617.17,65246.12,0,0,0,9448.6,0,3500,0,229617.17,1.271726378,9.02446e-05,0.001371849,0,0,228819.17,97669.22,131149.95,"2026","dems 2025","C00906586","V","DC",328
