"bonica_rid","hvv_total","mean_age","pct_65_plus","pct_75_plus","ratio_u40_o75","high_volume_vendor_pct","political_spending_pct","fundraising_spending_pct","consulting_spending_pct","overhead_spending_pct","payroll_spending_pct","admin_ops_spending_pct","other_political_spending_pct","other_consulting_spending_pct","ie_spending_pct","cand_contrib_spending_pct","cand_support_pct","transfer_out_pct","listaq_pct","list_data_spending","overlap_pct_weighted","overlap_donations_pct_weighted","fundraising_inefficiency","fundraising_inefficiency_full","pct_spam_donations_100plus","pct_spam_donations_10plus_distinct","pct_spam_either_100n_10d","pct_overall_donations_100plus","pct_overall_donations_10plus_distinct","pct_overall_either_100n_10d","n_spam_donations_100plus","n_spam_donations_10plus_distinct","refund_rate","total_donors","total_donations","n_refunds","log_n_refunds","total_indv_contribs","total_fundraising","total_fundraising_consulting","total_other_consulting","total_payroll","total_admin_ops","total_other_political","candidate_contributions","independent_expenditures","total_raised","mean_donations_per_donor","pct_donors_repeat","pct_raised_repeat","pct_donors_high_freq","pct_raised_high_freq","total_receipts","total_disbursements_fec","cash_on_hand","cycles_included","committee_name","fec_committee_id","cmte_type","cmte_state","party"
"comm207875",163076.65,67.79058653,0.70826295,0.315636882,2.824232937,0.318031284,0.03001516,0.487256674,0.417166234,0.04141996,0,0.04141996,0.025139672,0.414416458,0,0.008883139,0.008883139,0,0,0,0.148829957,0.117488992,0.50212478,0.504909789,0.153555073,0.267524384,0.273208177,0.462248342,0.661698496,0.673235978,2148,3743,0.012039012,2914,13977,38,3.663561646,509980.89,249850.22,1410,212500,0,21238.88,12890.85,4555,0,533480.89,5.112639998,0.017270781,0.112138111,0.00021006,0.001293091,522455.37,512769.21,16037.21,"2024, 2026","vortex pac","C00832683","V","AR",328
"comm151723",10990,72.00323598,0.829405908,0.42449386,4.831012602,0.049823548,0,0.098498026,0,0.003875674,0,0.003875674,0,0,0,0,0,0.851171168,0,0,0.420676921,0.448246462,0.097258516,0.098498401,0.553648377,0.667552427,0.697787992,0.727018098,0.897012353,0.898807814,7709,9295,0.01066456,10127,13924,108,4.691347882,223389.59,21726.54,0,0,0,854.89,0,0,0,231089.59,1.374938284,0.000197492,0.001254925,0,0,220578.43,220578.43,0,"2020","end citizens united   urgent","C00742767","N","NC",NA
"comm8315",69391.2,66.61200443,0.679392286,0.277237564,2.246124666,0.019605156,0.012992999,0.070776368,0,0.029725813,0,0.029725813,0.002624116,0,0,0.844697795,0.844697795,0,0,0,0.187070092,0.183631335,0.257690192,0.067984064,0.273469699,0.43117251,0.435675639,0.615622721,0.797198053,0.797639037,3889,5897,0.023834919,9423,13622,211,5.356586275,961981.81,250508.44,0,0,0,105212.62,9287.89,2989753.97,0,1427733.7,2.335580691,0.003403006,0.009241139,3.4887e-05,0.002365018,3541471.99,3539436.22,40561.09,"2018, 2020, 2022, 2024","naral pro choice america pac","C00079541","Q","DC",328
"comm8139",90228.67,63.17668913,0.579714172,0.219234003,1.57503638,0.007283261,0.02338829,0.017316626,0.002361061,0.001855812,6.054e-06,0.001159041,0.013086648,0.002361061,0.000133592,4.036e-06,4.036e-06,0.485292721,0,0,0.129470337,0.122413298,0.400963762,0.276062998,0.174180484,0.281838211,0.296057156,0.529182904,0.675581366,0.708960546,2054,3249,0.005775194,4709,13577,38,3.663561646,963141.31,214527,0,29250,75,14358.78,162123.92,50,1655,1598844.31,3.010313782,0.016436915,0.05955764,0,0,12398197.39,12388498.5,63299.08,"2018, 2020, 2022, 2024","democratic state central committee of la","C00071365","Y","LA",100
"comm151922",1236,53.39239388,0.340356927,0.104171422,0.567288374,0.002501526,0.00750891,0.074151677,0.042501662,0.003056072,0,0.003056072,0.00750891,0.042501662,0,0.102611154,0.102611154,0,0,0,0.080553486,0.082474208,0.221278173,0.331645317,0.0803407,0.129143646,0.133977901,0.259438306,0.479799724,0.481468692,1082,1842,0.004481329,7220,13558,27,3.33220451,383347.44,36638.22,0,21000,0,1510,3710.14,50700,0,419847.44,2.772689619,0,0,0,0,418671.6,494098.33,-250,"2020, 2022","humanity forward pac","C00745323","N","DC",328
"comm8919",0,66.35754408,0.641177212,0.305448141,2.384940227,0,0.02046698,0,0.000898374,0.003351829,0.000300174,0.003051655,0.015887141,0.000898374,0,0.000548529,0.000548529,0.152421902,0,0,0.121348666,0.120341023,0,0,0.137361673,0.242530941,0.244917296,0.479604848,0.729897293,0.732201764,1718,2933,0.007545213,9303,13547,132,4.890349128,1706705.91,0,0,35540,11875,120724.51,628500.73,21700,0,16937417.62,1.488066922,0.001598667,0.002213102,0,0,40374396.6,39560341.34,883394.73,"2018, 2020, 2022, 2024, 2026","new jersey democratic state committee","C00104471","Y","NJ",100
"comm199999",39854,71.1149272,0.812819187,0.407101275,4.36895661,0.183356558,0,0.285549015,0,0.080787118,0,0.080787118,0,0,0.53598231,0.084192929,0.084192929,0,0,0,0.311382552,0.328975544,0.22195412,0.212562107,0.403616692,0.679408643,0.681544384,0.705510723,0.915440001,0.918829051,5421,9129,0.014200288,7751,13503,107,4.682131227,216844.32,62066.34,0,0,0,17559.72,0,18300,116500,218844.32,1.740640318,0.000826258,0.006660686,0,0,280088.85,217357.92,62730.93,"2022, 2024","democratic defense fund","C00778381","N","DC",328
"comm206500",7776.43,32.10022678,0.027121816,0.008863887,0.036241504,0.004829236,0.01243626,0.053641509,0.024827963,0.050219902,0,0.050219902,0.008129964,0.022964935,0.038700053,0,0,0,0,0,0.013371392,0.011782622,0.221452943,0.223533104,0.003334025,0.004618182,0.006444717,0.043007322,0.086325713,0.08682821,45,64,0.017561454,4658,13145,50,3.931825633,415450.49,86377.93,3000,36980.01,0,80868.18,13091.53,0,62317.98,466179.47,3.386279647,0.00220174,0.023858184,0,0,1609077,1610281.51,37263.54,"2024, 2026","progressive victory pac","C00821348","V","VA",328
"comm164024",159618.96,76.00069043,0.926210408,0.644083887,11.58139252,0.878519964,0,0.915765227,0,0.03622226,0,0.03622226,0,0,0,0,0,0,0,0,0.469347218,0.49929365,1,0.947347283,0.66567187,0.892102847,0.892715029,0.815809611,0.96097337,0.96097337,8699,11658,0.026983664,6856,13068,185,5.225746674,165055.67,166386.08,0,0,0,6581.25,0,0,0,170055.67,1.906067678,0.003208868,0.051771282,0,0,220633.67,181690.76,46232.27,"2026","stop the chaos pac","C00901306","N","DC",328
"comm198717",40492.05,70.00411559,0.783362522,0.371278459,3.573872243,0.133643899,0.128792003,0.472113125,0.046744942,0.073215458,0,0.073215458,0.128792003,0.046744942,0.2681654,0,0,0,0,0,0.256690768,0.24601067,0.444644834,0.444306737,0.522533684,0.705823138,0.719142016,0.878426514,0.982422177,0.983970884,6748,9115,0.007360673,6657,12914,49,3.912023005,321701.77,143043.03,0,14163,0,22183.16,39022,0,81250,327701.77,1.939912874,0.002703921,0.044793716,0,0,322005.35,302984.65,19020.7,"2022","operation 147","C00768929","O","DC",328
"comm11584",119538.18,63.80810842,0.526294287,0.225276773,1.898181257,0.009709232,0.041693632,0.03408245,0.005516781,0.073732805,0.005729406,0.067909233,0.036154993,0.005516781,0,0.008122285,0.008122285,0.450787735,0,0,0.047358251,0.048732584,0.033279582,0.054246533,0.079915788,0.119071954,0.120865132,0.545530212,0.797126018,0.80214447,1026,1498,0.005322814,6006,12667,31,3.465735903,3387731.47,419616.5,0,67921.54,70539.34,836085.29,445133.25,1e+05,0,11508674.23,2.160084276,0.004486629,0.00402143,0.000147493,0.000141378,12351832.4,12311805.81,57956.88,"2018, 2020, 2022, 2024, 2026","wv state democratic executive committee","C00162578","Y","WV",100
"comm164082",32426.5,75.10431977,0.904373544,0.586485033,9.39986974,0.239625331,0.115650361,0.812392206,0.198303716,0.071957433,0,0.071957433,0.097175863,0,0,0.103457192,0.120262526,0,0,0,0.265264621,0.277210544,0.748808767,0.7534688,0.401093676,0.70763988,0.709304169,0.751703915,0.964891425,0.965049929,5061,8929,0.000484731,8252,12618,4,1.609437912,146812.21,109934.27,26834.79,0,0,9737.4,13150,14000,0,146812.21,1.529083858,0.000363548,0.003678168,0,0,145938.21,116411.99,29526.22,"2026","forging progress pac","C00901496","V","DC",328
"comm149309",80785.51,72.39617739,0.830666198,0.525568797,7.134835507,0.041810303,0.449337256,0.110997412,0,0.021044592,0.008539526,0.012505065,0,0,0,0.112307712,0.112307712,0,0,0,0.352016731,0.360163651,0.472979261,0.344911953,0.469893042,0.698548131,0.702021229,0.703103014,0.89887348,0.899524177,5783,8597,0.001264852,9053,12410,12,2.564949357,409050.27,214468.25,0,0,16500,24162.18,0,217000,0,729300.27,1.388894347,0.000643689,0.001094116,0,0,1831361.73,1932191.44,170407.4,"2024, 2026","the next 50 pac","C00716423","W","NY",328
"comm160486",156449.28,68.1260274,0.706392694,0.37196347,3.100919314,0.432571749,0,0.477502405,0.020736996,0.061744074,0,0.060638101,0.001105973,0.020736996,0,0.237784223,0.237784223,0,0,0,0.239769896,0.229500134,0.494214057,0.487935454,0.347713476,0.578227438,0.581626872,0.682638608,0.887656819,0.888789964,4296,7144,0.003570791,5601,12355,20,3.044522438,349442.63,172699.46,0,7500,0,21931.13,400,86000,0,403642.63,2.205856097,0.001963935,0.011631675,0,0,363622.09,361672.44,10205.6,"2026","christopher street project","C00893461","V","DC",328
"comm210349",95960.31,70.92050728,0.780845113,0.408969249,5.162492889,0.106699259,0.044912982,0.255378357,0.512147281,0.090959834,0,0.090959834,0.044912982,0.512147281,0.036498456,0,0,0,0,0,0.199088777,0.193187519,0.532846309,0.337680014,0.280476826,0.438479493,0.440896966,0.56698066,0.797799266,0.798957986,3397,5333,0.002538798,6538,12308,16,2.833213344,401452.04,229675.32,0,460601.25,0,81805.01,40392.63,0,32825,613653.04,1.787512241,0.000483191,0.074882938,0,0,894562.24,882833.77,22866.04,"2024, 2026","the seneca project inc","C00877027","O","DC",328
"comm13202",4260,64.52696952,0.617067558,0.244254035,1.895700276,0.000415252,0.056973852,0.017892903,0.005553969,0.08533179,0.058176748,0.02671907,0.050445777,0.001057361,0,0,0,0.411115533,0,0,0.074876125,0.069924488,0.022560691,0.016633721,0.043903743,0.146263227,0.14981647,0.353955183,0.546710479,0.555909793,549,1548,0.022884535,4069,12031,104,4.65396035,1411267.66,183560.32,46129.96,10847.29,596825.6,274106.5,517514.85,0,0,2390586.27,2.755070346,0.008280065,0.043344447,0,0,10315411.62,10258833.95,45137.19,"2018, 2020, 2024, 2026","oklahoma democratic party","C00190934","Y","OK",100
"comm153856",115670.31,65.90865065,0.651898825,0.20838,2.067016993,0.001759212,0.05420848,0.01235668,0.00044351,0.496768404,0.347929026,0.148787485,0.048876098,0.00044351,0.361156746,0.102535049,0.102535049,0,0,0,0.109642491,0.107087143,0.494828963,0.265468871,0.09729254,0.214173876,0.224362564,0.460896696,0.794066218,0.794797655,1162,2548,0.004349608,9023,11957,45,3.828641396,1024080.44,812466.78,0,29161.33,22876757.71,9782958.6,3213663.01,6741804.53,23746496.43,5768080.45,1.52185785,0.002953143,0.001033664,0,0,68032048.35,65751219.38,2280828.97,"2020, 2022, 2024","take back 2020","C00754051","O","NY",328
"comm200846",1173358.55,73.41381892,0.837366023,0.538976102,5.835723915,0.163205867,0.025705284,0.19355144,0.137186739,0.571020054,0.270783654,0.296863529,0.025739924,0.136477203,0,0.284056312,0.412075205,0,0,0,0.331377974,0.363280577,1,1,0.617249359,0.774946086,0.78099076,0.845530247,0.937396697,0.939411589,7255,9151,0.040502149,4952,11849,196,5.283203729,358770.17,1391526.18,5101.17,981194.46,1946782.44,2134282.1,185055.6,2042205.4,0,1112370.17,2.776829226,0.006583415,0.068691582,0,0,5037079.39,5021839.59,15239.8,"2022, 2024","resist this pac","C00784025","O","NY",328
"comm139263",0,63.91535394,0.56001994,0.193120638,1.786975184,0,0,0.0512375,0,0,0,0,0,0,0.948335559,0,0,0,0,0,0.148417323,0.152580182,0.057888009,0.042970831,0.140025413,0.268953833,0.278695468,0.45192715,0.778822533,0.781533249,1653,3175,0.027489072,10295,11805,283,5.648974238,579051.87,33520.16,0,0,0,0,0,0,620412,642751.87,1.146673142,0,0,0,0,780067.76,654211.47,127800.3,"2018","one nation united","C00624718","U","CA",NA
"comm152210",16612,68.47794862,0.723284284,0.306695708,2.934834689,0.04191756,0.026000394,0.283214992,0.006308325,0.072117633,0.038606951,0.033510682,0.026000394,0.006308325,0.542958749,0,0,0,0,0,0.28303547,0.293379915,0.294731965,0.518898039,0.343083788,0.51584862,0.526491489,0.636787308,0.843728309,0.848752272,4118,6055,0.005517263,9131,11771,51,3.951243719,399195.7,112238.58,0,2500,15300,13280.34,10304,0,215175.47,406695.7,1.287431505,0,0,0,0,397378,396301.69,876.91,"2020, 2022","vote local vote blue","C00749424","N","GA",328
"comm22222",0,64.21867133,0.590726577,0.199765434,1.787436729,0,0.10793944,0.149796732,0,0.118273054,0,0.118273054,0.10793944,0,0,0.597061437,0.597061437,0,0.012973818,5477.15,0.099242156,0.090578442,0.079276508,0.062769886,0.225678554,0.310152367,0.324908525,0.802260936,0.931920703,0.950401398,2712,3706,0.011755718,4708,11747,76,4.343805422,138428.19,21233.11,0,0,0,16764.75,15300,84631.16,0,166228.19,2.413345435,0.008836474,0.102625366,0,0,186533.46,141746.15,56520.35,"2018, 2020, 2022, 2024","blue america pac","C00427617","N","DC",100
"comm151940",2000,66.46390107,0.665397778,0.353849608,2.607925835,0.001055822,0.319309574,0.013808073,0,0.031070356,0,0.031070356,0.005764681,0,0.159573209,0.002956301,0.002956301,0,0,0,0.249938971,0.262353656,0.044360707,0.038662827,0.474595843,0.598537336,0.609844111,0.712374904,0.852530793,0.855465743,4686,5980,0.011004369,7426,11698,74,4.317488114,490928.1,26156.07,0,0,0,58855.31,10919.8,5600,302273.03,820078.1,1.816712263,0.001662598,0.005659291,0,0,1901255.98,1894259.27,6996.71,"2020, 2022","people for government pac","C00745588","V","DC",NA
"comm24657",708516.78,63.46656828,0.49954885,0.153967646,1.669710155,0.003959136,0.147566245,0.050789852,0.008867193,0.066211592,0.055282083,0.01092951,0.001367644,0.008843444,0.778697962,8.38188e-05,8.38188e-05,0,0,0,0.128211695,0.12101065,1,1,0.250500483,0.321086405,0.339479141,0.644496479,0.833705716,0.84806778,2638,3435,0.014114337,5956,11682,45,3.828641396,697198.08,9089221.1,4250,1582600,9893139.08,1955916.9,244750,15000,139353781.3,4666698.08,2.697633843,0.003336166,0.013088009,0.001091349,0.006984326,179328919.1,178957423.9,912648.11,"2020, 2022, 2024","priorities usa action","C00495861","V","DC",100
"comm151593",11027.95,66.36838776,0.660238471,0.348868751,2.287995843,0.013525619,0.015852544,0.272181662,0.074550905,0.136986907,0.045839889,0.066504904,0.049693298,0.036487939,0,0.172934432,0.172934432,0,0,0,0.141162551,0.136231421,0.643385788,0.466651877,0.269746706,0.413379492,0.429224677,0.654668626,0.830599487,0.835047695,3117,4760,0.009439034,7145,11434,63,4.158883083,321965.17,221920.03,31034.18,29750,37375,54223.97,40516.83,141000,0,493365.17,1.744145305,0.000662854,0.001427997,0,0,774960.15,815337.92,135092.15,"2022, 2024, 2026","rooted in community leadership pac","C00741371","Q","DC",328
"comm183428",255804.09,68.43021325,0.717629711,0.351315547,3.30623331,0.074703099,0.003635804,0.113859693,0,0.021535,0.004397653,0.016841947,0.000718847,0,0,0.071956799,0.071956799,0,0.004127716,40000,0.214944207,0.188137927,0.526232798,0.990556876,0.356636142,0.517924665,0.524438669,0.754140966,0.859608714,0.874672348,3949,5752,0.018996921,4496,11388,86,4.465908119,406532.92,389887.11,0,0,15058.78,57671.49,2461.53,246400,0,1414053.92,2.556488168,0.013997244,0.043812729,0,0,3390775.96,3424276.83,66763.31,"2020, 2022, 2024","4 ma pac","C00543504","Q","MA",100
"comm208578",50964.9,74.23296564,0.873076018,0.580161178,6.996585502,0.421993764,0.005545339,0.601940157,0.101431056,0.049825501,0,0.049825501,0.005545339,0.101431056,0.041866186,0.08073084,0.08073084,0,0,0,0.345053387,0.352383644,0.48225334,0.452559872,0.647971248,0.817960844,0.820637473,0.85096945,0.963104133,0.963283836,7197,9079,0.029858294,6280,11089,187,5.236441963,151400.05,72697.33,0,12250,0,6017.51,669.72,9750,5056.25,151400.05,1.769163504,0.002798731,0.034638566,0,0,160154.14,120771.69,39382.45,"2024, 2026","able dems pac","C00838052","N","VA",328
"comm14272",0,64.70711698,0.59701567,0.273615674,2.044244403,0,0.010491271,0.016163562,0.002210896,0.023732916,0.001308888,0.017663003,0.015242445,0.002210896,0.004093649,0.000988339,0.000988339,0.585600881,0,0,0.061734415,0.06581488,0.217877718,0.156263811,0.064406923,0.119269994,0.126779795,0.482949867,0.497927239,0.611918554,666,1236,0.028442006,3015,10944,110,4.709530201,600218.49,123633.02,0,16910.86,10011.52,135102.05,116587.51,7559.68,31311.8,841738.66,3.600454677,0.028385253,0.105123756,0,0,7650220.36,7648872.11,48820.14,"2020, 2022, 2024","hawaii democratic party","C00212787","Y","HI",100
"comm167653",86836.16,74.6985671,0.892689049,0.56165673,8.270571593,0.541972557,0,0.718868388,0,0.035347048,0,0.035347048,0,0,0,0.190878081,0.190878081,0,0,0,0.401261223,0.402895991,0.707437064,0.718868388,0.458619742,0.756392631,0.757584089,0.693245349,0.927412703,0.928054257,5004,8253,0.000517732,7726,10911,4,1.609437912,162811.43,115178.84,0,0,0,5663.39,0,30582.95,0,162811.43,1.41224437,0.000258866,0.003838797,0,0,160222.43,160222.43,37614.15,"2026","blue warriors","C00904763","V","DC",328
"comm153999",100970,66.51971791,0.642889726,0.295836612,2.272119268,0.33889831,0.006606017,0.466081874,0.312653242,0.130513408,0,0.130513408,0.010600633,0.312653242,0,0.046989961,0.046989961,0,0.017674562,5453.36,0.293624266,0.336290378,0.655252661,0.518551431,0.413293975,0.531492283,0.56899495,0.715733694,0.877782915,0.879863433,4410,5713,0.004242964,4387,10711,21,3.091042453,215807.26,138862.56,0,93150.65,0,38884.64,3158.31,14000,0,233207.26,3.513329456,0.012634571,0.064569201,0,0,294940.33,297935.98,1528.18,"2022, 2024","elect black women pac","C00754655","Q","DC",328
"comm154994",106000,69.79250453,0.775006985,0.34990126,3.573719355,0.19730186,0.010795762,0.269614909,0.085039149,0.244047789,0.091392194,0.152655595,0.010795762,0.031991008,0.175931053,0,0,0,0,0,0.205418364,0.205146849,0.501303478,0.397835461,0.204558246,0.42104503,0.423958681,0.517384786,0.826685062,0.827302656,2200,4517,0.002333341,9374,10683,22,3.135494216,240570.71,144850.03,28500,17187.1,49100.26,82013.89,5800,0,94518.58,246070.71,1.133311976,0,0,0,0,546138.13,537247.85,11791,"2022, 2024, 2026","women s march win","C00760488","O","NY",328
"comm11487",1239.27,64.45064575,0.585929675,0.252994537,2.061722138,0.000178867,0.000622657,0.00624754,0,0.013469615,0.010849826,0.002109613,0.001132832,0,0,0.024384772,0.024384772,0,0,0,0.109550526,0.086768685,0.074865377,0.029003428,0.096639492,0.192503592,0.193741375,0.47793333,0.69901262,0.709910794,854,1680,0.028150398,3536,10675,125,4.836281907,1264556.36,43285.62,0,0,75172.22,14616.3,7848.74,168948.09,0,2358119.85,3.034225015,0.005030613,0.023715291,0,0,6950016.15,6928426.11,41380.15,"2018, 2020, 2024, 2026","harris county democratic party","C00161067","Y","TX",100
"comm199856",1755,59.91120507,0.384221653,0.05997552,1.067309458,0.008879254,0,0.077181212,0.040475234,0.037688413,0,0.037688413,0,0.040475234,0,0,0,0,0,0,0.096932534,0.094170997,0.098514208,0.205438359,0.095925059,0.193348946,0.202435597,0.451428571,0.739859485,0.746135831,1024,2064,0.002692696,5942,10675,16,2.833213344,154850.76,15255,0,8000,0,7449.18,0,0,0,163196.43,1.796533154,0.002356109,0.021710034,0,0,182427.86,197651.73,-15223.87,"2022","patriottakes","C00777276","V","MI",328
"comm142144",8062,75.96623896,0.917858645,0.590870846,9.178150162,0.033311882,0,0.961847318,0,0.013769641,0.011804066,0.001965575,0,0,0,0.014461869,0.014461869,0,0,0,0.372561673,0.435309891,1,0.960037646,0.710310966,0.836045056,0.845191104,0.887551747,0.962934437,0.964089728,7378,8684,0.020471316,4201,10387,86,4.465908119,200743.86,232782.2,0,0,2856.77,475.7,0,3500,0,200743.86,2.472506546,0.006427041,0.068701279,0.000238039,0.007370487,242471.95,242015.75,672.71,"2022","federal democratic election committee","C00656413","V","FL",328
"comm120084",27955.7,53.44245026,0.21060323,0.056147909,0.61379839,0.002683174,0.069055843,0.064669934,0.034442293,0.041931478,0.000550945,0.01174033,0.082888222,0.034442293,0.723700885,0.037240046,0.037240046,0,0.000219266,8000,0.072078202,0.067149285,0.113405456,0.044575623,0.043054295,0.076811189,0.079813354,0.15525146,0.408061626,0.410063069,400,725,0.012215384,8014,10103,127,4.852030264,3232035.96,673789.03,0,358850.51,5740.24,122321.22,863603.39,388000,7540160.99,8113130.97,1.299815083,7.09421e-05,1.99821e-05,0,0,10398248.12,10418891.49,131623.03,"2018, 2020, 2022, 2024","human rights campaign equality votes","C00508440","O","DC",100
"comm204451",85805.79,73.63800845,0.85978064,0.557666241,6.1521568,0.644633436,0.03411511,0.812802969,0,0.008699109,0,0.008699109,0.004064297,0,0,0.015025406,0.015025406,0,0,0,0.324178793,0.337231813,0.734363272,0.72318483,0.621016356,0.79609931,0.800260331,0.829003382,0.945949406,0.947805862,6238,7989,0.014426925,5697,10016,82,4.418840608,147824.41,108190.48,0,0,0,1157.92,540.99,2000,0,152824.41,1.723452355,0.001292027,0.026055731,0,0,150556.1,133107.88,17448.22,"2024, 2026","futures pac","C00830745","N","MN",328
"comm171181",24515.88,75.80211292,0.922640009,0.636487561,11.19434171,0.236980256,0,0.314045808,0,0,0,0,0,0,0,0,0,0.483319905,0,0,0.412070307,0.43290149,0.216267426,0.235440642,0.643972767,0.887665198,0.88876652,0.843712455,0.979975971,0.979975971,6432,8866,0.000303214,6596,9988,2,1.098612289,150223.27,32488.4,0,0,0,0,0,0,0,150223.27,1.514251061,0.000606428,0.01745402,0,0,137989.77,103451.15,34538.62,"2026","fire republicans","C00915629","N","DC",328
"comm154693",0,64.05344991,0.588137073,0.279611272,1.935345098,0,0.001104352,0.001925837,0,0,0,0,0.001104352,0,0.158341579,0,0,0,0,0,0.176115988,0.153133456,0.054804305,0.306365698,0.284726622,0.381697787,0.413178786,0.634017865,0.782074218,0.804622762,2680,3604,0.000197005,5176,9875,2,1.098612289,441147.84,21798.27,0,0,0,0,12500,0,1792245.29,924647.84,1.987504372,0.002236971,0.00724391,0,0,11630076.99,11318854.47,455594.61,"2020, 2022, 2024, 2026","texas organizing project political action committee","C00756940","V","TX",328
