"","Name","bonica_rid","pct_age_65plus","N"
"1013","romanoff, andrew","cand131134",0.570349851236278,48735
"1014","harder, josh","cand140532",0.570141412041521,211651
"1015","buchwald, david","cand126729",0.570093457943925,749
"1016","mahmood, asif","cand141793",0.57007874015748,11430
"1017","mrvan, frank j","cand153013",0.569625144918202,38815
"1018","schupp, jill darlyne","cand153245",0.568393985130527,35778
"1019","horn, madison","cand216171",0.568337730870712,3790
"1020","titus, dina","cand1054",0.567923282991032,25757
"1021","berg, kaela jo","cand174463",0.567484662576687,652
"1022","underwood, lauren a","cand141589",0.567410259617274,223868
"1023","deutch, theodore eliot","cand1086",0.567320858055682,4382
"1024","russo, claire","cand153866",0.567095588235294,2176
"1025","kilpatrick, heather","cand211444",0.567062818336163,589
"1026","lieu, ted","cand186481",0.566843345111896,16980
"1027","gaskins, barbara d","cand212121",0.566555183946488,1495
"1028","hicks, josh","cand149903",0.566345916604984,20265
"1029","lira, john","cand213064",0.566080843585237,5690
"1030","applegate, douglas loren","cand121912",0.56599505497396,19009
"1031","carrillo jr, francisco","cand218371",0.565916398713826,311
"1032","greene, joan","cand141055",0.565894797026873,6996
"1033","gomez, jimmy","cand139792",0.565240266573132,11404
"1034","sherzan, michael thomas","cand131144",0.564356435643564,101
"1035","rackleff, robert bruce","cand141087",0.563816604708798,807
"1036","krause, e m","cand212383",0.563706563706564,518
"1037","painter, richard","cand144900",0.563428571428571,875
"1038","abahsain, jill","cand182486",0.563025210084034,238
"1039","smith, christy","cand137286",0.5628005542424,110421
"1040","garcia, patty","cand175519",0.5625,304
"1041","brown, mary kathleen","cand213011",0.562342795544377,2783
"1042","beaudion, julian c","cand167739",0.562252964426877,1012
"1043","cohen, edward g","cand153383",0.562231759656652,233
"1044","duresky, john","cand167523",0.561904761904762,105
"1045","gash, eric","cand212177",0.561265248839469,9263
"1046","murphy, stephanie","cand138804",0.561204408291787,15244
"1047","ronning, penny","cand212097",0.561142857142857,875
"1048","polis, jared","cand1031",0.560726447219069,881
"1049","hubbard, lourin","cand210902",0.560586734693878,1568
"1050","cisneros, gilbert","cand141535",0.560249620232377,48714
"1051","trundle, ryan","cand145598",0.559726962457338,586
"1052","mccray, valerie l","cand215925",0.559093101784853,4146
"1053","roth, michael","cand165042",0.55902192242833,1186
"1054","van someren, mike","cand213358",0.559014267185473,771
"1055","barlow, pete hamilton","cand171549",0.559006211180124,322
"1056","mizeur, heather renay","cand211791",0.558934642992067,15882
"1057","golden, jared","cand141933",0.558850317689728,183355
"1058","olson, kimberly d","cand148402",0.55846917080085,23987
"1059","ventouras, lukas","cand158526",0.558411214953271,428
"1060","soderberg, nancy","cand123917",0.558344394835284,8287
"1061","huerta, emilio jesus","cand134658",0.55820476858345,713
"1062","dean, katie","cand212174",0.557926829268293,1312
"1063","malinowski, tom","cand142572",0.557627503361095,114546
"1064","kennedy, brynne","cand148914",0.557263599750411,17629
"1065","platner, graham","cand173649",0.55673275337024,220014
"1066","freeman, esau a","cand119909",0.55663430420712,618
"1067","williams, nikema natassha","cand152908",0.556589906908378,8164
"1068","velazquez, nydia m","cand1317",0.555993332323079,6599
"1069","stout, katy padilla","cand176147",0.555555555555556,198
"1070","maddox, paul","cand174504",0.555555555555556,351
"1071","carrigan, sean j","cand141951",0.555296856810244,859
"1072","martz, emily","cand141666",0.555276381909548,1194
"1073","butner, josh","cand140567",0.555274067250115,4342
"1074","nemorin, dalourny","cand174529",0.555151515151515,825
"1075","cravens, maurice randall, ii","cand211721",0.554347826086957,184
"1076","casten, sean","cand141118",0.553701726613408,135815
"1077","doggett, lloyd","cand1408",0.553368121442125,4216
"1078","belatti, della au","cand174412",0.552631578947368,152
"1079","ross, heather maura","cand141525",0.552456033959976,1649
"1080","sinema, kyrsten","cand40348",0.552348566651573,229672
"1081","shapiro, m david","cand142447",0.551828245555183,8943
"1082","castle, jaime","cand153498",0.551347583643123,4304
"1083","klussmann, duncan foster","cand213169",0.551315789473684,760
"1084","driskell, gretchen","cand142035",0.55112658276271,26141
"1085","lesinski, john","cand113382",0.551079136690647,1390
"1086","diamond, ben","cand211261",0.550957207207207,3552
"1087","t, tom","cand210789",0.550632911392405,158
"1088","nguyen, tram","cand174441",0.550306211723535,1143
"1089","stevens, haley","cand140643",0.550241317066301,78113
"1090","livingston, scott","cand219359",0.55,120
"1091","combs, jack lewis jr","cand213222",0.55,260
"1092","ossoff, t jonathan","cand151811",0.549993130777447,5975931
"1093","hoagenson, suzanne renee","cand140652",0.549892539146454,3257
"1094","olson, craig","cand141612",0.549738219895288,191
"1095","boerio, bibiana","cand145257",0.549668874172185,604
"1096","roth, franklin delano ii","cand219111",0.549019607843137,102
"1097","manning, kathy","cand143200",0.548228346456693,29464
"1098","franken, al","cand1592",0.547388388320574,59044
"1099","lee, michelle denise","cand144690",0.546666666666667,150
"1100","byrd, colin","cand155890",0.546583850931677,322
"1101","bew, richard","cand157035",0.546448087431694,366
"1102","green, alexander","cand952",0.546136203246295,11336
"1103","smith, erica danette","cand150560",0.545953002610966,19150
"1104","gershon, perry","cand141661",0.545846532910947,11364
"1105","walsh, john","cand148546",0.544719732911615,5691
"1106","cobert, mitchell","cand142574",0.544642857142857,112
"1107","srivastava, sandeep kumar","cand212935",0.544524669073406,1662
"1108","mcleod skinner, jamie","cand141267",0.544503834534046,4303
"1109","hanlon, karl j","cand143131",0.544392523364486,428
"1110","davis, wendy","cand111802",0.544390456358118,146946
"1111","fuller, trevor michael","cand159322",0.544354838709677,248
"1112","thanedar, shri","cand69035609",0.544272136068034,1999
"1113","spanberger, abigail","cand141723",0.544114610631979,188883
"1114","raver, whitney","cand150020",0.543859649122807,114
"1115","jarin, harry","cand169039",0.543589743589744,195
"1116","quist, robert e","cand151847",0.54356111460667,249523
"1117","brown, lisa","cand116507",0.543347008282375,25838
"1118","linderman, hank","cand144066",0.542974079126876,1466
"1119","viloria fisher, vivian m","cand43747",0.542857142857143,280
"1120","hesketh, missi","cand219109",0.542669584245077,457
"1121","franklin, george","cand142528",0.542349726775956,1464
"1122","west, royce","cand110305",0.542111801242236,8050
"1123","roath, patrick thomas","cand167690",0.54079358002675,2243
"1124","preece, christopher","cand211718",0.540723981900452,442
"1125","operana foxx, deja cherise","cand164701",0.540587219343696,579
"1126","irwin, steven","cand212790",0.540460878885316,3732
"1127","hunt, trey joseph","cand213007",0.540432345876701,1249
"1128","christian, robert franklin iii","cand211413",0.540162980209546,859
"1129","reid, david","cand219947",0.539638386648122,719
"1130","coker, adam ward","cand134776",0.539267015706806,191
"1131","howland, amanda","cand60104",0.538882803943045,913
"1132","sweet, betsy","cand149507",0.538635456842665,15038
"1133","lee, sheila jackson","cand1410",0.538461538461538,3991
"1134","toulouse oliver, maggie","cand148556",0.538398859238134,4909
"1135","tavarez, hector","cand212256",0.538135593220339,472
"1136","brolley, matt","cand141123",0.537750385208012,649
"1137","gottheimer, josh","cand142073",0.537704918032787,37820
"1138","hanabusa, colleen wakako","cand189554",0.53763440860215,186
"1139","petrey, erin","cand172788",0.5375,800
"1140","latimer, george","cand219407",0.537265313863076,10546
"1141","kasky, cameron","cand174528",0.536810950795413,2703
"1142","avila chevalier, darializa","cand175955",0.536652078774617,1828
"1143","vandenberg, tyler isaac","cand169688",0.536585365853659,164
"1144","baer, lauren","cand142449",0.536147737488762,26696
"1145","mackenzie, mark s 6038679755","cand142568",0.536,125
"1146","lehman, matthew","cand211708",0.535836177474403,1172
"1147","morgan, matthew wade","cand140638",0.53580179689627,7346
"1148","galbraith, john michael","cand140687",0.535626535626536,407
"1149","hill, katherine lauren","cand140539",0.534829412058544,80076
"1150","powell, rhonda","cand211909",0.53453947368421,608
"1151","newman, marie","cand140604",0.534507632166791,85952
"1152","omar, ilhan","cand146299",0.533982990526648,681385
"1153","canova, timothy a","cand134704",0.53384374456238,11494
"1154","mund, cara","cand212213",0.533834586466165,133
"1155","farrell, bridie","cand212528",0.533333333333333,3180
"1156","denney, audrey l","cand143967",0.532968199380121,47106
"1157","pastor, laura","cand218226",0.532967032967033,182
"1158","leuschen, james","cand173069",0.532766990291262,824
"1159","ward, ashley","cand212131",0.532763532763533,351
"1160","karlen, jonathan","cand212022",0.531818181818182,220
"1161","larsen, mike","cand153502",0.531737067991868,4427
"1162","hill, anthony tony","cand211187",0.531531531531532,111
"1163","mahendra, sujeet bobby narendra","cand135265",0.531531531531532,111
"1164","williams, kim","cand148919",0.531291611185086,751
"1165","garcia, jesus","cand143155",0.530964034901043,9398
"1166","bronin, luke","cand171431",0.530417295123177,1989
"1167","mueri, hillary o connor","cand153533",0.530407740152039,5788
"1168","bass, karen","cand1101",0.530148558112438,6866
"1169","biggins, julia elizabeth","cand142813",0.530020703933747,483
"1170","sweeney, mark","cand126147",0.529953917050691,217
"1171","zapata, claudia andreana","cand213145",0.529447852760736,1630
"1172","londrigan, betsy dirksen","cand141121",0.529228717492776,44990
"1173","mccormick, ray","cand211662",0.528571428571429,280
"1174","pixley, jeffrey","cand173244",0.528455284552846,123
"1175","ritchie, malcolm","cand168285",0.528301886792453,106
"1176","deegan, donna","cand152804",0.528146989835809,10232
"1177","adolph, kiley","cand218836",0.528117359413203,409
"1178","cox, terrance john tj","cand141061",0.52808485997052,75984
"1179","daza fernandez, antonio miguel","cand211446",0.528011204481793,1428
"1180","muscato, michael archangel","cand148266",0.527755212564311,7386
"1181","bell, wesley","cand219084",0.527631924389604,15236
"1182","brown, anthony","cand176101",0.527517783601647,2671
"1183","stuck, amanda","cand150072",0.527281353787759,6323
"1184","ramirez, delia","cand170076",0.52700006436249,15537
"1185","todd, jennifer ann","cand164931",0.526997840172786,463
"1186","hoyer, steny","cand560",0.526909864223785,6113
"1187","kennedy, amy","cand153344",0.526797697515583,33529
"1188","banyai, cindy lyn","cand150392",0.526491769547325,7776
"1189","parnell, archie","cand140716",0.526253266809218,21045
"1190","perriello, thomas","cand180105",0.526098901098901,728
"1191","ortiz, gabriel","cand144705",0.525773195876289,485
"1192","geller, eddie","cand211279",0.525764895330113,4968
"1193","selmont, george austin","cand144614",0.525581395348837,215
"1194","foster, nikki","cand149998",0.52556619192155,4283
"1195","lawrence, brenda lulenar","cand42832",0.525337837837838,3552
"1196","axne, cindy","cand141109",0.525315207981555,116669
"1197","rubin, joel martin","cand130821",0.524926686217009,682
"1198","jones, mondaire","cand149988",0.524800686496573,100219
"1199","haake, sabrina","cand153016",0.524765729585007,747
"1200","torres, ginger sykes","cand210725",0.524691358024691,648
"1201","potts, keith","cand223338",0.524112829845314,1099
"1202","murray, erik","cand180215",0.524096385542169,166
"1203","thorburn, andy","cand141536",0.523943661971831,1420
"1204","barzee flores, mary","cand141566",0.523927958833619,11660
"1205","graham, charles","cand212163",0.523674138873702,9145
"1206","winter, thomas","cand148334",0.523664122137405,5240
"1207","cardell, simon wb","cand219725",0.523364485981308,107
"1208","gregory, duwayne","cand92589",0.523224043715847,732
"1209","schrader, kurt","cand1071",0.523076923076923,4030
"1210","pinto, brooke","cand174384",0.523012552301255,956
"1211","booker, cory a","cand159022",0.522935779816514,8829
"1212","keith, pam","cand10000040",0.522915490306795,21252
"1213","hoyos, renee","cand142021",0.522860492379836,12795
"1214","williams, vangie","cand144247",0.522805167413657,3793
"1215","minnicozzi, jason","cand187803",0.522706209453197,1079
"1216","heitkamp, heidi","cand104841",0.522640937854629,415928
"1217","brown, alvin","cand144005",0.522413793103448,580
"1218","clegg, david j","cand141187",0.522352941176471,425
"1219","devaughan, taysha","cand213248",0.522072936660269,521
"1220","west, matthew","cand212721",0.522017045454545,1408
"1221","casar, greg","cand157220",0.521853819380839,27295
"1222","hunt, alexandra","cand212744",0.521508448289935,12251
"1223","hamm, kevin","cand185933",0.521346469622332,1218
"1224","scott, zach","cand143225",0.521212121212121,165
"1225","lam, clarence","cand218958",0.521172638436482,2149
"1226","rader, elizabeth anne","cand140691",0.521048999309869,15939
"1227","finello, christina","cand150010",0.520721657732619,24998
"1228","gereghty, elizabeth","cand219410",0.520462633451957,1124
"1229","graben, eric knox","cand145260",0.520325203252033,123
"1230","mccartney, rick","cand164562",0.520300751879699,665
"1231","selker, john steven","cand212703",0.52,400
"1232","gaither, kevin","cand141590",0.519867549668874,302
"1233","signorello, joseph iii","cand190920",0.519659936238045,941
"1234","hackett, mary patricia","cand142479",0.51962401055409,6064
"1235","fabert, shannon","cand150414",0.519396551724138,464
"1236","putzova, eva","cand156944",0.519357287449393,7904
"1237","collins, jacqueline","cand211523",0.519274376417234,441
"1238","wilson, frederica s","cand1109",0.518995098039216,1632
"1239","gordon, jacqueline","cand149111",0.518558038932949,34675
"1240","eastman, kara","cand140661",0.518531457673436,128808
"1241","lopez, lesley","cand175864",0.518258426966292,1424
"1242","peck, timothy","cand218881",0.517918088737201,1172
"1243","webb, bryant cameron","cand150062",0.517862210310579,63430
"1244","james, jamesia","cand154483",0.517482517482518,143
"1245","jefferson, jrmar","cand212924",0.517133956386293,321
"1246","gray, molly","cand213276",0.516691285081241,3385
"1247","balter, dana","cand142598",0.516634807011836,49174
"1248","ewert, brian","cand144852",0.516129032258065,217
"1249","walters, martha m","cand140525",0.516129032258065,372
"1250","wirth, cynthia","cand171083",0.515994436717663,719
"1251","mostafa, ahmed","cand218326",0.515755329008341,2158
"1252","lewis, jennifer lynn","cand144251",0.515712187958884,3405
"1253","porter, ferguson","cand216156",0.515254237288136,295
"1254","vitali, greg","cand144180",0.515151515151515,198
"1255","fine, laura","cand167685",0.514980460269214,2303
"1256","mfume, kweisi","cand746",0.514836795252225,3370
"1257","vartan, gregory iii","cand219267",0.514671361502347,1704
"1258","sanders, bernard","cand1235",0.514516834823353,1853331
"1259","cisneros, jessica","cand149468",0.513942800360215,193218
"1260","hernandez, daniel","cand164692",0.513916500994036,1006
"1261","kim, donna mercado","cand143229",0.513661202185792,549
"1262","watkins, richard lee","cand216042",0.513605442176871,1470
"1263","rimmer, stephanie s","cand148263",0.513422818791946,596
"1264","jacobsen, leann","cand141578",0.513355048859935,1535
"1265","manchin iii, joe","cand1600",0.513352166728852,18761
"1266","delgado, antonio","cand140681",0.513218494604235,88588
"1267","cunningham, joe","cand141212",0.513093336376084,70112
"1268","waters, maxine","cand1195",0.512762762762763,10656
"1269","morrow, scott d","cand223653",0.5125,1840
"1270","ehr, phillip charles","cand141086",0.512418833172851,81006
"1271","bola?os scow, adam","cand152669",0.51219512195122,287
"1272","donnelly, joseph s","cand982",0.512060456202024,100701
"1273","boyle, brendan f","cand102282",0.511992786293959,5545
"1274","boisseau, theresa","cand219747",0.511789181692094,721
"1275","schiller, margaret ann","cand211173",0.511586452762923,561
"1276","may, karla","cand223427",0.511450381679389,131
"1277","joffrion, peter s","cand141046",0.511402902557014,1447
"1278","branscum, coy gee ii","cand213053",0.51063829787234,752
"1279","hanson, ben","cand141638",0.510468594217348,1003
"1280","gray, james p","cand143173",0.510406811731315,2114
"1281","watson, melissa ward","cand153634",0.510247136829415,3318
"1282","longjohn, matt","cand141615",0.510045878816643,6321
"1283","de la isla, michelle","cand153067",0.509994046100196,11757
"1284","harder, kathleen","cand212723",0.50958904109589,730
"1285","pressley, ayanna","cand144081",0.509544355102308,152970
"1286","coffay, matt","cand141168",0.509505703422053,789
"1287","dean, kate","cand219991",0.509433962264151,106
"1288","ly, francine","cand219792",0.509433962264151,424
"1289","langevin, james r","cand856",0.509101941747573,3296
"1290","uygur, cenk","cand152678",0.508933119147436,51046
"1291","cuellar, roberto enrique","cand956",0.508895638967238,9218
"1292","mazeski, kelly","cand141117",0.508626198083067,3130
"1293","mitrano, tracy safegov","cand141946",0.508471959550735,25909
"1294","schiller, jill","cand144151",0.508305647840532,1806
"1295","mahony, joshua","cand149074",0.50811508668388,5422
"1296","shelton, alisha","cand154551",0.507786319731914,5073
"1297","dady, sara","cand141925",0.507778469197262,1607
"1298","andrews, annie","cand212818",0.5074064647493,19645
"1299","bruce, catherine fleming","cand216250",0.507288629737609,343
"1300","warner stanton, kathy l","cand210697",0.507246376811594,138
"1301","holguin, eric","cand142794",0.507010402532791,2211
"1302","lopez franzen, melisa","cand167625",0.506849315068493,511
"1303","hart, rita","cand124253",0.506656560996507,30346
"1304","parker, andy","cand213227",0.506493506493506,2233
"1305","kenyatta, malcolm","cand197583",0.506215614232138,52529
"1306","jones, dom","cand218454",0.50609756097561,164
"1307","fort, vincent","cand166775",0.505524861878453,362
"1308","tarasi, elizabeth m","cand140709",0.505376344086022,651
"1309","ocasio cortez, alexandria","cand140679",0.504883851639142,3015755
"1310","messmer, mindi","cand142566",0.504795117698344,1147
"1311","luevanos, ruth","cand210921",0.504753673292999,1157
"1312","sherman, brad","cand1433",0.504700643245918,6063
"1313","farkas, evelyn","cand153470",0.504653730872377,6339
"1314","goncalves, john","cand219627",0.504273504273504,351
"1315","dupree, johnny l","cand212082",0.504065040650406,246
"1316","wooden, weldon frederick","cand142523",0.503968253968254,252
"1317","goenaga torres, santiago david","cand211095",0.503623188405797,276
"1318","ahmad, nilofer nina","cand143233",0.503184713375796,785
"1319","williams, mark joaquin","cand142424",0.502982107355865,503
"1320","lutz, mary ann","cand139445",0.502873563218391,348
"1321","franklin, robert","cand155655",0.502824858757062,354
"1322","bracy, randolph","cand123957",0.502692998204668,1114
"1323","brown, mauricus","cand153630",0.50264064293915,4355
"1324","kumar, anil","cand162634",0.502626970227671,571
"1325","depasquale, eugene","cand102347",0.502567216916027,36226
"1326","rose, max","cand141665",0.502503728958023,75088
"1327","norton, eleanor holmes","cand35791",0.5024,625
"1328","cummings, maya rockeymoore","cand153136",0.502215657311669,677
"1329","kennedy, richard","cand141957",0.502151354087573,3951
"1330","caforio, bryan","cand134664",0.502068629836943,4109
"1331","moore, carlos","cand169016",0.501138952164009,439
"1332","gandhi, pritesh","cand148396",0.501030274211444,6309
"1333","gardner, phil","cand153910",0.500907441016334,1102
"1334","levine, jake","cand171426",0.500609756097561,1640
"1335","clarke, yvette d","cand194619",0.500600384245917,8328
"1336","sacks, mike","cand165380",0.500247402276101,2021
"1337","jones, gina ortiz","cand141712",0.500018035566136,83169
"1338","davis, mark","cand171439",0.5,148
"1339","butcher, callie","cand219842",0.5,590
"1340","eichholz, rich","cand141614",0.5,174
"1341","turner, d lee","cand143683",0.5,310
"1342","malik, anita","cand142385",0.5,4736
"1343","lander, brad mr.","cand179450",0.499894045348591,4719
"1344","gilbert, hank","cand110502",0.499373189815415,23133
"1345","bailey, andrea olivia","cand219931",0.499217527386541,639
"1346","johnson green, tabitha","cand145207",0.499089253187614,1647
"1347","thomas, kevin","cand219379",0.498913043478261,920
"1348","herschel, judith l","cand141207",0.498349834983498,303
"1349","madden, alice","cand149075",0.498124531132783,1333
"1350","kelliher, margaret anderson","cand146298",0.498064516129032,775
"1351","gutierrez, luis v","cand1287",0.49802371541502,253
"1352","morrison, kevin b.","cand168254",0.497973657548126,1974
"1353","myers, cathy","cand141275",0.497760871911082,37068
"1354","hill, natasha","cand213311",0.497728747566515,3082
"1355","huffstetler, roger dean rd","cand140777",0.497641509433962,7632
"1356","herskowitz, craig","cand219340",0.497536945812808,203
"1357","rouda, harley e jr","cand140561",0.497398248908396,88402
"1358","mann, bethany eileen","cand212023",0.497373029772329,1142
"1359","janz, andrew","cand140536",0.497277141683432,94937
"1360","lewis, brandon rashad","cand153825",0.497222222222222,360
"1361","davis, colleen","cand164661",0.496932515337423,326
"1362","adams, alma shealey","cand160456",0.496869044377893,3673
"1363","ayala, aramis","cand211228",0.496762257169288,1081
"1364","baer, dan","cand141551",0.496439628482972,12920
"1365","berghoef, bryan","cand149916",0.496427602423804,11057
"1366","mullin, kevin","cand123146",0.496360582306831,3572
"1367","bolz, kate","cand153324",0.495927779413208,10191
"1368","kerr, paul g","cand141542",0.495867768595041,968
"1369","villarreal, ricardo","cand213054",0.495145631067961,103
"1370","gill, louis","cand210912",0.495145631067961,309
"1371","mitchell, nicholas","cand213186",0.494350282485876,354
"1372","cohen, stephen ira","cand1012",0.494279176201373,1748
"1373","ratigan, dylan","cand144733",0.493710691823899,1272
"1374","fleharty, dillon james","cand167513",0.493589743589744,156
"1375","roberts, steven c","cand212008",0.493408662900188,531
"1376","davis, patrick","cand141646",0.493308721735118,2167
"1377","kennedy, john perkins","cand219700",0.492647058823529,136
"1378","fershee, kendra jean huard","cand142829",0.492647058823529,1088
"1379","long, carolyn n","cand142816",0.492544642857143,67200
"1380","normoyle, angela h","cand211613",0.492179353493222,959
"1381","bedell, eileen m","cand137693",0.492134831460674,445
"1382","collins, kina i","cand174420",0.492063492063492,315
"1383","cheney, carole","cand124785",0.49184339314845,1226
"1384","engel, eliot l","cand776",0.491076681702295,5099
"1385","grey bull, lynnette","cand153941",0.491008174386921,3670
"1386","garcia, sylvia r","cand142795",0.490880503144654,3180
"1387","radinovich, joseph","cand144689",0.490861214374226,12912
"1388","mackler, james","cand140861",0.490788409990214,23503
"1389","gronli, nicole","cand173319",0.490759753593429,487
"1390","sanchez, daniel","cand213141",0.490384615384615,208
"1391","chadzynski, sarah","cand170156",0.490066225165563,151
"1392","veasey, marc allison","cand45177",0.489701457995834,4321
"1393","stout, anna marie","cand218494",0.489617486338798,915
"1394","lassiter, shawn","cand212961",0.48943661971831,284
"1395","pandich, elizabeth","cand164895",0.489051094890511,137
"1396","fyfe, matthew john","cand211665",0.488843813387424,493
"1397","peters, gary","cand1050",0.488397766458626,1077034
"1398","macaulay, kody craig","cand219522",0.488188976377953,127
"1399","dixon, peter","cand218325",0.488095238095238,1680
"1400","price, phillip","cand141169",0.488045007032349,711
"1401","auman, james lee","cand143954",0.488,250
"1402","starky, stuart","cand103359",0.487394957983193,119
"1403","hamm, larry lee","cand223466",0.487096774193548,310
"1404","cohen, brad","cand175687",0.486692015209125,263
"1405","williams, joshua","cand140726",0.486486486486487,444
"1406","murphy, tammy","cand223469",0.486444616576297,3873
"1407","winfield, richard dien","cand143662",0.485889570552147,815
"1408","theobald, paul gilbert","cand142562",0.485611510791367,278
"1409","kohne, steven chase","cand140570",0.48559670781893,243
"1410","king, jessica jeane","cand116997",0.485282418456643,1257
"1411","torres small, xochitl","cand144136",0.485257920368473,94661
"1412","moyer, eric hamilton","cand173067",0.485148514851485,101
"1413","lara, angel","cand210896",0.485135135135135,740
"1414","reinmann, jessica","cand216466",0.48436018957346,1055
"1415","quigley, mike","cand1081",0.484060009376465,4266
"1416","mcgrath, amy","cand141602",0.484031991053424,1817008
"1417","kinsey, rachel","cand156999",0.483695652173913,184
"1418","miller, donna","cand170030",0.483677548301133,1501
"1419","coleman, merika","cand218163",0.483425414364641,362
"1420","leach, daylin b","cand132953",0.483240223463687,1074
"1421","visclosky, peter j","cand707",0.482968369829684,1644
"1422","hart, rhonda j","cand219759",0.482815057283142,611
"1423","o rourke, megan","cand171502",0.482600732600733,1092
"1424","patel, bhavini","cand212793",0.482475118996106,2311
"1425","larkins, juddson","cand212824",0.482051282051282,780
"1426","rhoades, crystal","cand174506",0.481981981981982,444
"1427","vargas, juan c","cand41075",0.481777333999002,2003
"1428","woolridge, ruby faye","cand111006",0.481751824817518,137
"1429","toder, spencer ross","cand216000",0.481632653061224,1225
"1430","dixie, vincent","cand170342",0.48125,160
"1431","colvin, jesse","cand142513",0.481067518248175,4384
"1432","davidson, robert michael","cand140639",0.480439034992393,9202
"1433","albright, joe","cand164932",0.480314960629921,127
"1434","colombe, michael christopher","cand211099",0.479674796747967,123
"1435","melton meaux, antone","cand153229",0.479662921348315,8900
"1436","geren, mary smith","cand140713",0.47952047952048,2002
"1437","daniel, stephen","cand150024",0.47881679389313,5240
"1438","kilboy, matthew","cand212627",0.478605388272583,631
"1439","tlaib, rashida","cand144103",0.477666076581185,369438
"1440","wilhelm, colin","cand163000",0.477551020408163,245
"1441","zimmerman, robert","cand212430",0.477310525065336,8418
"1442","freshour, shannon","cand150002",0.477185757852412,51481
"1443","fermo, paul","cand212736",0.476953907815631,499
"1444","iacino, james","cand152761",0.476579925650558,1345
"1445","schneider, mac schneider","cand145230",0.476457399103139,1784
"1446","rieger, chris","cand141678",0.476190476190476,147
"1447","gorman, mary","cand212867",0.476076555023923,418
"1448","biaggi, alessandra","cand192825",0.476026743075454,5235
"1449","martin, henry robert","cand142542",0.475913181577554,1889
"1450","terrell, travis","cand164912",0.475903614457831,166
"1451","mcdowell, jan","cand130824",0.474970896391153,2577
"1452","baumlin, kevin","cand216216",0.474801061007958,754
"1453","arraf, huwaida","cand211904",0.47458432304038,2105
"1454","sneathern, andrew","cand141261",0.474418604651163,645
"1455","karinshak, zahra s","cand149880",0.47331583552056,2286
"1456","mcmurray, nathan douglas","cand144150",0.473248373393558,18597
"1457","sapp, howard","cand164890",0.473214285714286,112
"1458","trauner, gary","cand143395",0.473184818481848,2424
"1459","boyd jr, willie will eugene","cand128930",0.472885032537961,922
"1460","parker, catherine f","cand153472",0.472807991120977,901
"1461","brzozowski, dani","cand150401",0.472687143645393,5437
"1462","wells, tom beckwith","cand138800",0.472668810289389,311
"1463","walker, paul","cand144064",0.47244094488189,127
"1464","gamba, mark","cand148384",0.472372247611134,2407
"1465","mckellar, shirley jonetta","cand44828",0.472222222222222,108
"1466","green, karen","cand211216",0.471816283924843,479
"1467","belote, dave","cand141260",0.471666666666667,600
"1468","robinson, timothy brandt mr","cand177225",0.471571906354515,299
"1469","elliott, joyce ann","cand152595",0.471316881081184,52313
"1470","gnibus, kristy","cand153610",0.470836435840159,8058
"1471","valenzuela, candace","cand148403",0.470000478080031,62751
"1472","pohl, amanda","cand169108",0.469827586206897,232
"1473","bourdeaux, carolyn","cand142460",0.469730535304306,49654
"1474","petzel, geoffrey aisin","cand140029",0.469724770642202,545
"1475","kleinmann, matthew ryan","cand218890",0.46969696969697,198
"1476","desai, chintan","cand142379",0.469496021220159,377
"1477","speier, jackie","cand1026",0.469049694856146,2294
"1478","duvieilh, candice","cand170591",0.469026548672566,226
"1479","hurt, erik david","cand218871",0.468926553672316,177
"1480","torres, john paul","cand174452",0.468599033816425,207
"1481","donaldson, scott","cand145537",0.468599033816425,207
"1482","rittereiser, jason","cand141727",0.46858566288403,3613
"1483","hoadley, jon","cand148330",0.468545941123996,28025
"1484","thomas, reginald leonard reggie","cand125139",0.468023255813953,344
"1485","pulido, bobby","cand173388",0.467986977753662,3686
"1486","linh, nina","cand164856",0.467625899280576,139
"1487","hodge, tessa lynn","cand164823",0.467248908296943,229
"1488","jackson, jesse l. jr","cand1422",0.467191601049869,381
"1489","leeder, virginia louise","cand141223",0.466966966966967,666
"1490","santos, lorenzo juan","cand220009",0.466887417218543,302
"1491","pusczek, amanda noelle","cand164547",0.466666666666667,135
"1492","kohl, dan","cand141277",0.466633630657417,6054
"1493","aguilar, ylenia","cand218225",0.46652719665272,478
"1494","robertson, annabelle","cand144198",0.466501240694789,403
"1495","williams, kathleen","cand142552",0.466351939276127,86424
"1496","cobb, tedra lynne","cand141189",0.466011875034682,144168
"1497","solis, hilda","cand172658",0.465863453815261,249
"1498","sanchez, jana lynne","cand140039",0.465697484482195,6122
"1499","horn, kendra","cand141204",0.465573088981656,57731
"1500","harris, clemmie l","cand219429",0.464953271028037,428
"1501","ram hinsdale, kesha","cand213271",0.464864864864865,2035
"1502","orts, eric","cand216225",0.464673913043478,736
"1503","quick, laura","cand145402",0.464566929133858,127
"1504","hastings, alcee l","cand1276",0.464544138929088,1382
"1505","polack, roger","cand153919",0.464423935695147,6718
"1506","constant, christopher","cand210621",0.464347826086957,575
"1507","ring, lisa m","cand141100",0.46425444995623,3427
"1508","riggs amico, sarah","cand150183",0.46410203661798,4861
"1509","lasher, micah charles","cand173148",0.463128876636802,1451
"1510","lewis, chantia","cand216343",0.462857142857143,175
"1511","dickinson, gerald","cand148389",0.462746600268148,5221
